context,question,answers
Answer in Hindi and English.,"IBEF के अनुसार FY19 से FY26 तक उत्तराखंड के GSDP वृद्धि CAGR का अनुमान कितना है? || According to IBEF, what portion of Uttarakhand's GSDP growth CAGR from FY19 to FY26 is projected?","Hindi: 8.86%.
English: 8.86%. :contentReference"
Answer in Hindi and English.,पंतनगर के अलावा उत्तराखंड के निर्यात-पोर्ट/ICD में कौन-सा व्यापार गलियारा/ICD शामिल है? || Which trade corridor/ICD ― besides Pantnagar ― is cited as an export port for Uttarakhand?,"Hindi: ICD कशिपुर।
English: ICD Kashipur. :contentReference"
Answer in Hindi and English.,2012-13 से 2021-22 तक उत्तराखंड के वास्तविक GSDP की औसत वार्षिक वृद्धि दर क्या थी? || What was the average annual growth rate of Uttarakhand's real GSDP between 2012-13 and 2021-22?,"Hindi: 5.4%.
English: 5.4%. :contentReference"
Answer in Hindi and English.,2017 में उत्तराखंड से निर्यात की गई किन ऑर्गेनिक केमिकल्स क्षेत्र की निर्यात-मात्रा लगभग US$73.67 मिलियन थी? || Which export-oriented commodity category from Uttarakhand had a US$ value of about 73.67 million in 2017 in Organic Chemicals sector?,"Hindi: ऑर्गेनिक केमिकल्स।
English: Organic Chemicals. :contentReference"
Answer in Hindi and English.,"NABARD के स्टेट फोकस पेपर के अनुसार 2023-24 में उत्तराखंड के प्राथमिक क्षेत्रीय क्रेडिट योजना कितने वर्षों की वृद्धि को ध्यान में रखती है? || As per NABARD's State Focus Paper, in 2023-24 the priority sector credit plan for Uttarakhand is based on how many years ahead growth?","Hindi: आगामी तीन वर्षों की वृद्धि (6.22%)।
English: Three years ahead (6.22% growth during projection period). :contentReference"
Answer in Hindi and English.,"2022-23 में उत्तराखंड श्रम बाजार में कौन-सा कारक राष्ट्रीय औसत से कम था लेकिन सुधार कर रहा था, जैसा कि NITI आयोग की रिपोर्ट में बताया गया? || Which factor was identified by the NITI Aayog report as lower than national average but improving in Uttarakhand labour market in 2022-23?","Hindi: महिला श्रम-बल सहभागिता दर।
English: Female Labour Force Participation rate. :contentReference"
Answer in Hindi and English.,"FY2022-23 में उत्तराखंड की GSVA में विनिर्माण क्षेत्र का हिस्सा कितना था? || In FY2022-23, what was the share of the manufacturing sector in Uttarakhand's GSVA?","Hindi: 30.1%.
English: 30.1%. :contentReference"
Answer in Hindi and English.,FY26 के लिए चालू मूल्यों पर उत्तराखंड का अनुमानित GSDP क्या है? || What is Uttarakhand's projected GSDP at current prices for FY26?,"Hindi: ₹ 4.29 लाख करोड़ (लगभग US$50.26 बिलियन)।
English: Rs 4.29 trillion (about US$50.26 billion)."
Answer in Hindi and English.,FY19 से FY26 के बीच उत्तराखंड के GSDP की अनुमानित CAGR कितनी है? || What CAGR is Uttarakhand's GSDP expected to grow at between FY19 and FY26?,"Hindi: लगभग 8.86% CAGR।
English: About 8.86% CAGR."
Answer in Hindi and English.,"IBEF के अनुसार FY25 (फरवरी तक) उत्तराखंड का कुल निर्यात मूल्य कितना रहा? || According to IBEF, what was the total exports value from Uttarakhand in FY25 until February?","Hindi: ₹ 13,239 करोड़ (लगभग US$1.55 बिलियन)।
English: Rs 13,239 crore (about US$1.55 billion) until February of FY25."
Answer in Hindi and English.,उत्तराखंड की कौन-सी कृषि उपज को GI टैग प्राप्त हुआ है? || Which agricultural product from Uttarakhand received a GI tag (Geographical Indication)?,"Hindi: उत्तराखंड का तेजपत्ता (भारतीय तेजपत्ता) को 2016 में GI टैग मिला।
English: Tejpatta (Indian bay leaf) from Uttarakhand received a GI tag in 2016."
Answer in Hindi and English.,उत्तराखंड में औद्योगिक इन्फ्रास्ट्रक्चर और औद्योगिक सम्पदा के विकास के लिए कौन-सी एजेंसी जिम्मेदार है? || Which state agency leads industrial infrastructure and estate development in Uttarakhand (SIDCUL)?,"Hindi: SIDCUL (स्टेट इन्फ्रास्ट्रक्चर एंड इंडस्ट्रियल डेवलपमेंट कॉर्पोरेशन ऑफ उत्तराखंड लिमिटेड)।
English: SIDCUL (State Infrastructure & Industrial Development Corporation of Uttarakhand Ltd)."
Answer in Hindi and English.,NABARD ने उत्तराखंड के लिए 2023–24 में प्राथमिक क्षेत्रों हेतु कितना क्रेडिट-पोटेंशियल अनुमानित किया? || What credit potential for priority sectors did NABARD project for Uttarakhand for 2023–24?,"Hindi: ₹ 30,301.42 करोड़।
English: Rs 30,301.42 crore credit potential for 2023–24."
Answer in Hindi and English.,NITI आयोग के अनुसार उत्तराखंड के GSVA में उद्योग क्षेत्र का लगभग कितना हिस्सा था? || What share did the industry sector hold in Uttarakhand's GSVA as noted by NITI Aayog (approx.)?,"Hindi: उद्योग क्षेत्र का हिस्सा काफी ऊँचा था; NITI रिपोर्ट के अनुसार लगभग 48.6% (मुख्यतः विनिर्माण और निर्माण)।
English: Industry sector held a high share; NITI reports around 48.6% share driven largely by manufacturing and construction."
Answer in Hindi and English.,कौन-से सेवा क्षेत्र उत्तराखंड की अर्थव्यवस्था में मुख्य योगदानकर्ता माने जाते हैं? || Which services are cited as major contributors to Uttarakhand's economy?,"Hindi: पर्यटन, सूचना प्रौद्योगिकी, उच्च शिक्षा और बैंकिंग।
English: Tourism, information technology, higher education, and banking are major service contributors."
Answer in Hindi and English.,उत्तराखंड पर्यटक आगमन के लिए हाल का कौन-सा प्रमुख मील का पत्थर रिपोर्ट किया गया है (कई वर्षों का आंकड़ा)? || What is one recent major tourism milestone reported for Uttarakhand arrivals (multi-year figure)?,"Hindi: 2025 में सरकार/समाचार रिपोर्टों में हाल के तीन वर्षों में 23 करोड़ से अधिक पर्यटकों का आँकड़ा उद्धृत किया गया है।
English: Government and media reports in 2025 cited more than 23 crore visitors across a recent three-year period (state tourism statistics reported in news summaries)."
Answer in Hindi and English.,उत्तराखंड के निर्यात के लिए किस प्रमुख ICD (इनलैंड कंटेनर डिपो) का उल्लेख मिलता है? || Which important export ICD (Inland Container Depot) is cited for Uttarakhand exports?,"Hindi: ICD पंतनगर (साथ ही ICD कशिपुर का भी उल्लेख मिलता है)।
English: ICD Pantnagar (and ICD Kashipur are cited among key logistics nodes)."
Answer in Hindi and English.,IBEF/DPIIT के अनुसार अक्टूबर 2019 से दिसंबर 2024 के बीच उत्तराखंड में FDI कितना आया? || What was the FDI inflow figure for Uttarakhand between Oct 2019 and Dec 2024 as reported by IBEF/DPIIT?,"Hindi: ₹ 1,691 करोड़ (लगभग US$217.5 मिलियन)।
English: Rs 1,691 crore (about US$217.5 million) between Oct 2019 and Dec 2024."
Answer in Hindi and English.,"किस घाटी में लगभग एक दशक में पर्यटक संख्या 200 से बढ़कर लगभग 30,000 हुई बतायी गयी? || Which valley was reported to grow its tourist footfall from about 200 visitors to nearly 30,000 in roughly a decade?","Hindi: व्यास घाटी।
English: Vyas Valley (reported growth in news coverage of Uttarakhand tourism development)."
Answer in Hindi and English.,उत्तराखंड के लिए किस बड़े रोपवे परियोजना (गोविंदघाट-हेमकुंड साहिब) को मंजूरी दी गई? || Which large tourism-infrastructure ropeway project was sanctioned for Uttarakhand (Govindghat-Hemkund Sahib)?,"Hindi: गोविंदघाट-हेमकुंड साहिब रोपवे परियोजना।
English: Govindghat-Hemkund Sahib ropeway project (project announced / sanctioned for tourism infrastructure improvement)."
Answer in Hindi and English.,"निवेश और प्रोत्साहन आकर्षित करने हेतु उत्तराखंड की कौन-सी औद्योगिक नीति/विजन दस्तावेज़ उद्धृत होता है? || Which policy document or vision is cited as Uttarakhand's industrial guideline to attract investment and incentives (e.g., Vision 2030)?","Hindi: उत्तराखंड औद्योगिक नीति / विजन 2030।
English: Uttarakhand Industrial Policy / Vision 2030 (state industrial policy documents provide incentives and tax benefits)."
Answer in Hindi and English.,2017 के राज्य निर्यात नीति दस्तावेज़ में उत्तराखंड के 'चैंपियन निर्यात क्षेत्र' कौन-से बताए गए थे? || Which major sectors were listed as 'champion export sectors' for Uttarakhand in state export strategy documents (2017)?,"Hindi: फार्मा, इंजीनियरिंग (सड़क वाहन व पुर्जे), और इलेक्ट्रिकल मशीनरी एवं उपकरण।
English: Pharmaceuticals, engineering (road vehicles & parts), and electrical machinery & equipment were among champion export sectors listed."
Answer in Hindi and English.,होमस्टे और राज्य होमस्टे पोर्टल उत्तराखंड की पर्यटन नीति में क्या भूमिका निभाते हैं? || What role do homestays and the state homestay portal play in Uttarakhand's tourism strategy?,"Hindi: राज्य होमस्टे पोर्टलों के माध्यम से ग्रामीण पर्यटन और स्थानीय आय बढ़ाने के लिए होमस्टे को प्रोत्साहित करता है।
English: The state promotes homestays (listed on state portals) to boost rural tourism and income for local communities."
Answer in Hindi and English.,कौन-सा दस्तावेज उत्तराखंड के लिए विकेन्द्रीकृत नवीकरणीय ऊर्जा योजना की पहचान करता है? || Which document identifies decentralised renewable energy planning for Uttarakhand (encouraging distributed generation)?,"Hindi: उत्तराखंड विकेन्द्रीकृत नवीकरणीय ऊर्जा योजना 2025।
English: Uttarakhand Decentralised Renewable Energy Plan 2025 (document outlining distributed renewable energy measures)."
Answer in Hindi and English.,आधिकारिक सारांशों में उद्धृत FY2018–19 के लिए उत्तराखंड की प्रति-व्यक्ति आय क्या थी? || What was the reported per capita income of Uttarakhand (FY2018–19) cited in official summaries?,"Hindi: लगभग ₹ 198,738 प्रति व्यक्ति (FY2018–19)।
English: About Rs 198,738 per capita (FY2018–19 as reported in state statistics summaries)."
Answer in Hindi and English.,2005–2006 के आसपास उत्तराखंड में कौन-से प्रमुख औद्योगिक पार्क/इस्टेट विकसित किए गए थे? || Which major industry parks / estates were developed in Uttarakhand around 2005–2006?,"Hindi: एकीकृत औद्योगिक सम्पदा हरिद्वार, पंतनगर और सितारगंज; फार्मा सिटी सेलकुई; IT पार्क सहस्रधारा, देहरादून।
English: Integrated Industrial Estates at Haridwar, Pantnagar and Sitarganj; Pharma City at Selakui; IT Park at Sahastradhara (Dehradun)."
Answer in Hindi and English.,राज्य रिपोर्टों के अनुसार 2030 तक बागवानी संसाधन/प्रोसेसिंग क्षमता के लिए राज्य ने किस लक्ष्य को रखा है? || Which horticulture targets has the state set (processing capacity goal) for 2030 as per state reports?,"Hindi: राज्य का लक्ष्य बागवानी प्रसंस्करण क्षमता बढ़ाना है (उदाहरणतः 2030 तक प्रोसेसिंग शेयर को लगभग 15% तक ले जाने का लक्ष्य संकेतित)।
English: The state aims to enhance horticulture processing capacity (example targets include increasing processing share; state documents cite targets toward 15% processing capacity by 2030 in various summaries)."
Answer in Hindi and English.,किस रिपोर्ट में FY2021–22 के आसपास उत्तराखंड का भारत GDP में हिस्सा और नाममात्र प्रति-व्यक्ति आय राष्ट्रीय औसत से अधिक होने का उल्लेख है? || Which report notes Uttarakhand's share of India's GDP around FY2021–22 and nominal per capita higher than national average?,"Hindi: NITI Aayog रिपोर्ट के अनुसार उत्तराखंड FY2021–22 में भारत के GDP का लगभग 1.2% था और नाममात्र प्रति-व्यक्ति आय राष्ट्रीय औसत से लगभग 40% अधिक थी।
English: NITI Aayog Macro & Fiscal Landscape report notes Uttarakhand accounts for about 1.2% of India's GDP (FY2021–22) and nominal per capita income is around 40% higher than national average."
Answer in Hindi and English.,"किस राज्य पहल/उत्सव को पहाड़ी उत्पाद, कृषि-उद्यमिता और पर्यटन बढ़ाने के लिए दर्शाया गया है (उदाहरण: एप्पल फेस्टिवल / बागवानी कार्यक्रम)? || Which state initiative or festival was highlighted to promote hill-produce, agro-entrepreneurship and tourism (example: Apple Festival / Horticulture events)?","Hindi: एप्पल फेस्टिवल और हरेला-सम्बन्धित कार्यक्रम पहाड़ी उत्पाद और कृषि-उद्यमिता को बढ़ावा देने के उदाहरण दिए गए हैं।
English: Events such as Apple Festival (regional agro-events) and Harela linked programmes are highlighted to promote hill produce and agro-entrepreneurship."
Answer in Hindi and English.,AI-trainers किस आधिकारिक दस्तावेज को देखकर उत्तराखंड का कम्पैक्ट मैक्रो व वित्तीय सारांश (2024–25) प्राप्त कर सकते हैं? || Which official document or aggregated brief should AI-trainers consult to get a compact macro and fiscal snapshot of Uttarakhand (2024–25 summaries)?,"Hindi: NITI Aayog की 'Macro and Fiscal Landscape of the State of Uttarakhand' (स्टेट ब्रीफ) एक संक्षिप्त मैक्रो-वित्तीय चित्र देती है।
English: NITI Aayog's 'Macro and Fiscal Landscape of the State of Uttarakhand' (state brief and summary report) provides a compact macro-fiscal snapshot."
Answer in Hindi and English.,उत्तराखंड के आर्थिक संकेतकों के लिए कौन-से दो प्रमुख आधिकारिक सांख्यिकी पोर्टल/रिपोर्ट सबसे उपयोगी हैं? || Which two primary statistics portals/reports are most useful as authoritative numerical sources for Uttarakhand economic indicators?,"Hindi: IBEF राज्य-प्रस्तुति/इन्फोग्राफिक्स और NITI Aayog का स्टेट मैक्रो-फिस्कल ब्रीफ (इसके साथ NABARD का स्टेट फोकस पेपर क्रेडिट डेटा हेतु) प्रमुख सत्यापित स्रोत हैं।
English: IBEF state presentation / infographics and NITI Aayog state macro-fiscal brief (along with NABARD's State Focus Paper for credit data) are key authoritative sources."
Answer in Hindi and English.,"उत्तराखंड GK (अर्थव्यवस्था एवं समसामयिक ज्ञान) पर AI मॉडल तैयार करने के लिए आप किन तीन डेटासेट/दस्तावेजों को प्राथमिकता देंगे ताकि तथ्य अद्यतन और सत्यापित रहें? || For building an AI model focused on Uttarakhand GK (economy & current affairs), which three datasets/documents would you prioritize to ensure up-to-date, verifiable facts?","Hindi: प्राथमिकता दें: (1) NITI Aayog मैक्रो-फिस्कल स्टेट ब्रीफ, (2) IBEF उत्तराखंड प्रस्तुति/इन्फोग्राफिक्स, और (3) NABARD स्टेट फोकस पेपर (साथ में राज्य सरकार की परियोजना-रिलीज़ेस)।
English: Prioritize: (1) NITI Aayog macro & fiscal state brief, (2) IBEF Uttarakhand state presentation/infographics, and (3) NABARD State Focus Paper (plus state government releases for tourism/industry projects)."
Answer in Hindi and English.,उत्तराखंड राज्य का लगभग क्षेत्रफल कितना है? || What is the approximate area of the state of Uttarakhand?,"Hindi: लगभग 53,483 वर्ग किलोमीटर।
English: About 53,483 square kilometres. :contentReference"
Answer in Hindi and English.,कौन-से दो प्रमुख नदियाँ उत्तराखंड में उत्पन्न होती हैं? || Which two major rivers originate in Uttarakhand?,"Hindi: गंगा (गंगोत्री से) और यमुना (यमुनोत्री से)।
English: The Ganges (at Gangotri) and the Yamuna (at Yamunotri). :contentReference"
Answer in Hindi and English.,उत्तराखंड भारत का स्वतंत्र राज्य कब बना था? || When was Uttarakhand formed as a distinct state of India?,"Hindi: 
English: On 9 November 2000. :contentReference"
Answer in Hindi and English.,अपने मंदिरों और तीर्थस्थलों के कारण उत्तराखंड को अक्सर कौन-सा उपनाम दिया जाता है? || What is the nickname often given to Uttarakhand because of its temples and pilgrim centres?,"Hindi: देवभूमि।
English: Devbhoomi (Land of the Gods). :contentReference"
Answer in Hindi and English.,FY26 के लिए चालू मूल्यों पर उत्तराखंड का अनुमानित GSDP क्या है? || What is the projected GSDP of Uttarakhand at current prices for FY26?,"Hindi: ₹ 4.29 लाख करोड़ (लगभग US$ 50.26 बिलियन)।
English: Rs 4.29 trillion (US$ 50.26 billion). :contentReference"
Answer in Hindi and English.,उत्तराखंड की कौन-सी कृषि फसल को GI टैग प्राप्त है? || Which agricultural crop of Uttarakhand has a protected GI tag?,"Hindi: तेजपत्ता (भारतीय तेजपत्ता)।
English: Tejpatta (Indian bay-leaf). :contentReference"
Answer in Hindi and English.,उत्तराखंड की भूमि का कितने प्रतिशत भाग पहाड़ी/पर्वतीय है? || What percentage of Uttarakhand's land area is hilly/mountainous?,"Hindi: लगभग 86%.
English: Approximately 86%. :contentReference"
Answer in Hindi and English.,उत्तराखंड राज्य किस दो भू-सांस्कृतिक (geocultural) क्षेत्रों से मिलकर बना है? || The state of Uttarakhand is broadly composed of which two geocultural regions?,"Hindi: गढ़वाल और कुमाँऊ।
English: Garhwal and Kumaon. :contentReference"
Answer in Hindi and English.,हाल के वर्षों में उत्तराखंड किस सार्वजनिक वित्त प्रबंधन सूचकांक में बेहतर प्रदर्शन करने वाले राज्यों में शुमार हुआ है? || In recent years Uttarakhand has been ranked among better-performing states in which index of public financial management?,"Hindi: FY2023-24 के सार्वजनिक वित्त प्रबंधन सूचकांक (AJNIFM) में उत्तराखंड बेहतर-प्रदर्शन वाले राज्यों में शामिल हुआ।
English: In the FY2023-24 Public Financial Management Index (AJNIFM under Finance Ministry) Uttarakhand was ranked among better-performing states. :contentReference"
Answer in Hindi and English.,उत्तराखंड में सबसे ऊँची चोटी कौन-सी है और उसकी ऊँचाई क्या है? || What is the highest peak in Uttarakhand and its height?,"Hindi: नंदा देवी, 7,817 मीटर।
English: Nanda Devi, 7,817 metres above sea level. :contentReference"
Answer in Hindi and English.,उत्तराखंड में किस बड़े रोपवे पर्यटन-इंफ्रास्ट्रक्चर परियोजना में गोविंदघाट और हेमकुंड-साहिब शामिल हैं? || Which large ropeway tourism–infrastructure project in Uttarakhand involves Govindghat and Hemkund-Sahib?,"Hindi: गोविंदघाट-हेमकुंड साहिब रोपवे परियोजना।
English: The Govindghat-Hemkund Sahib ropeway project sanctioned for tourism infrastructure. :contentReference"
Answer in Hindi and English.,उत्तराखंड का कौन-सा पारंपरिक लोक-गीत леген्डरी स्तर पर है और अंतरराष्ट्रीय रूप से जाना जाता है? || Which traditional folk-song of Uttarakhand enjoys legendary status and is known internationally?,"Hindi: बेड़ू पाको बरो मासा
English: Bedu Pako Baro Masa"
Answer in Hindi and English.,पर्यटन के अलावा उत्तराखंड की अर्थव्यवस्था में सेवा क्षेत्र के मुख्य योगदानकर्ता कौन-से हैं? || Which service sector elements are listed as main contributors to Uttarakhand's economy besides tourism?,"Hindi: सूचना प्रौद्योगिकी, उच्च शिक्षा, बैंकिंग।
English: Information technology, higher education, banking. :contentReference"
Answer in Hindi and English.,"IBEF के अनुसार FY25 (फरवरी तक) उत्तराखंड का कुल निर्यात मूल्य कितना था? || What was the total exports value from Uttarakhand in FY25 until February, according to IBEF?","Hindi: ₹ 13,239 करोड़।
English: Rs 13,239 crore. :contentReference"
Answer in Hindi and English.,दक्षिण और पश्चिम में उत्तराखंड की सीमा किस भारतीय राज्य से मिलती है? || Which Indian state borders Uttarakhand to the south and west?,"Hindi: उत्तर प्रदेश।
English: Uttar Pradesh. :contentReference"
Answer in Hindi and English.,हिंदी के अलावा उत्तराखंड में क्षेत्रीय रूप से कौन-सी तीन प्रमुख भाषाएँ बोली जाती हैं? || Which three major languages are spoken regionally in Uttarakhand apart from Hindi?,"Hindi: गढ़वाली (≈23 %), कुमाँऊनी (≈20 %), जौँसरी (≈1.3 %)।
English: Garhwali (≈23%), Kumaoni (≈20%), Jaunsari (≈1.3%). :contentReference"
Answer in Hindi and English.,उत्तराखंड का राज्य पशु कौन है? || What is the state animal of Uttarakhand?,"Hindi: आल्पाइन मस्क हिरन (Moschus chrysogaster)।
English: Alpine musk deer (Moschus chrysogaster)."
Answer in Hindi and English.,उत्तराखंड का कौन-सा त्योहार वसंत के आगमन को चिह्नित करता है और जिसमें बच्चे घर-घर जाकर भेंट देते हैं? || Which festival of Uttarakhand marks the arrival of spring and involves children going house-to-house with offerings?,"Hindi: फूल-देई त्योहार।
English: Phool-Dei festival. :contentReference"
Answer in Hindi and English.,2005-06 में उत्तराखंड में किन तीन स्थानों पर एकीकृत औद्योगिक सम्पदाएँ विकसित की गई थीं? || Which three locations in Uttarakhand were developed as Integrated Industrial Estates in 2005-06?,"Hindi: हरिद्वार, पंतनगर, सितारगंज।
English: Haridwar, Pantnagar, Sitarganj. :contentReference"
Answer in Hindi and English.,उत्तराखंड में कौन-सा राष्ट्रीय उद्यान वैली ऑफ फ्लावर्स के साथ मिलकर यूनेस्को विश्व धरोहर स्थल है? || Which heritage national park in Uttarakhand together with the Valley of Flowers forms a UNESCO World Heritage Site?,"Hindi: नंदा देवी राष्ट्रीय उद्यान।
English: Nanda Devi National Park. :contentReference"
Answer in Hindi and English.,FY2018–19 में उत्तराखंड की प्रति-व्यक्ति आय कितनी थी? || What was the per capita income of Uttarakhand in FY2018–19?,"Hindi: लगभग ₹ 198,738।
English: About Rs 198,738. :contentReference"
Answer in Hindi and English.,"उत्तराखंड के पूर्व में किस क्षेत्र की अंतरराष्ट्रीय सीमा साझा होती है? || Which region of India lies to the east of Uttarakhand, sharing an international border?","Hindi: नेपाल।
English: Nepal (eastern international border). :contentReference"
Answer in Hindi and English.,2011 की जनगणना के अनुसार उत्तराखंड में लगभग महिला-से-पुरुष अनुपात कितना था? || What is the approximate female-to-male ratio in Uttarakhand as per the 2011 census?,"Hindi: लगभग 963 महिलाएं प्रति 1000 पुरुष।
English: About 963 females per 1000 males. :contentReference"
Answer in Hindi and English.,उत्तराखंड में किन पहाड़ी-जनजाति समुदायों को अनुसूचित जनजाति के रूप में सूचीबद्ध किया गया है? || Which hill-tribe communities are listed as Scheduled Tribes in Uttarakhand?,"Hindi: जौँसारी, भोटियाएँ, थारू, बुक्सा, राजी, जाड़, बनरावत।
English: Jaunsaris, Bhotiyas, Tharus, Buksas, Rajis, Jads, Banrawats. :contentReference"
Answer in Hindi and English.,NITI आयोग के अनुसार उत्तराखंड के श्रम बाज़ार में कौन-सा कारक राष्ट्रीय औसत से कम होने के बावजूद सुधार दिखा रहा है? || Which factor was highlighted as improving though still below national average in Uttarakhand's labour market as per NITI Aayog?,"Hindi: महिला श्रम-बल सहभागिता दर।
English: Female labour-force participation rate. :contentReference"
Answer in Hindi and English.,दिए गए डेटा चंक में उत्तराखंड के लिए कुल कितने किलोमीटर सड़कों का उल्लेख है? || What is the total road length mentioned for Uttarakhand in the provided data chunk?,"Hindi: लगभग 2,683 किलोमीटर।
English: About 2,683 km. :contentReference"
Answer in Hindi and English.,दिए गए खंड के अनुसार उत्तराखंड में कितने किलोमीटर राष्ट्रीय राजमार्ग हैं? || How many kilometres of national highways are within Uttarakhand as per the chunk?,"Hindi: लगभग 1,328 किलोमीटर।
English: About 1,328 km. :contentReference"
Answer in Hindi and English.,"खंड के अनुसार उत्तराखंड में कितने किलोमीटर राज्य राजमार्ग हैं? || As per the chunk, how many kilometres of state highways does Uttarakhand have?","Hindi: लगभग 1,543 किलोमीटर।
English: About 1,543 km. :contentReference"
Answer in Hindi and English.,"खंड के अनुसार उत्तराखंड में कितने राष्ट्रीय राजमार्ग हैं? || How many national highways does Uttarakhand have, according to the chunk?","Hindi: 14 राष्ट्रीय राजमार्ग।
English: 14 national highways. :contentReference"
Answer in Hindi and English.,उत्तराखंड ट्रांसपोर्ट कॉरपोरेशन (UTC) की स्थापना कब हुई थी? || When was the Uttarakhand Transport Corporation (UTC) established?,"Hindi: 31 अक्टूबर 2003 को।
English: On 31 October 2003. :contentReference"
Answer in Hindi and English.,2012 के अनुसार UTC उत्तराखंड में राष्ट्रीयकृत मार्गों पर लगभग कितनी बसें चलाती है? || Approximately how many buses does UTC ply on nationalised routes as of 2012 in Uttarakhand?,"Hindi: लगभग 1,000 बसें।
English: Approximately 1,000 buses. :contentReference"
Answer in Hindi and English.,उत्तराखंड में गैर-राष्ट्रीयकृत मार्गों पर कितनी निजी बस संचालन की संख्या दर्ज है? || How many private bus operations are mentioned for Uttarakhand on non-nationalised routes?,"Hindi: लगभग 3,000 बसें।
English: Approximately 3,000 buses. :contentReference"
Answer in Hindi and English.,खंड के अनुसार उत्तराखंड के राष्ट्रीय राजमार्ग नेटवर्क का भारत के राष्ट्रीय राजमार्गों की लंबाई में कितना हिस्सा है? || What share of India's national highways length is represented by Uttarakhand's national highway network (as per chunk)?,"Hindi: लगभग 2.2%।
English: About 2.2%. :contentReference"
Answer in Hindi and English.,"बसों के अलावा उत्तराखंड के दूरदराज़ कस्बों एवं गांवों में कौन-से अन्य स्थानीय परिवहन माध्यमों का उल्लेख है? || Besides buses, what other local transport modes are mentioned for remote towns & villages in Uttarakhand?","Hindi: ऑटो रिक्शा और साइकिल रिक्शा।
English: Auto rickshaws and cycle rickshaws. :contentReference"
Answer in Hindi and English.,CEIC डेटा के अनुसार मार्च 2024 में उत्तराखंड में राष्ट्रीय राजमार्गों की कितनी किलोमीटर लंबाई है? || What is the number of kilometres of national highways in Uttarakhand as recorded in March 2024 according to CEIC data?,"Hindi: 3,664.27 किलोमीटर।
English: 3,664.27 km. :contentReference"
Answer in Hindi and English.,"CEIC डेटा के अनुसार उत्तराखंड में राष्ट्रीय राजमार्ग की लंबाई 2020 में 2,949 किमी से 2024 में कितनी हो गई? || The CEIC data shows Uttarakhand's national highway length rose from 2,949 km in 2020 to what in 2024?","Hindi: 2024 में 3,664.27 किलोमीटर।
English: 3,664.27 km in 2024. :contentReference"
Answer in Hindi and English.,कौन-सी सरकारी कॉरपोरेशन उत्तराखंड में सबसे सामान्य और किफायती बस सेवा प्रदान करती है? || Which government corporation provides most common and affordable bus services in Uttarakhand?,"Hindi: उत्तराखंड ट्रांसपोर्ट कॉरपोरेशन (UTC)।
English: The Uttarakhand Transport Corporation (UTC). :contentReference"
Answer in Hindi and English.,"खंड में लगभग 1,000 बसों की संख्या किस वर्ष के लिए दी गई है? || In what year is the approximately 1,000-bus figure for UTC given in the chunk?","Hindi: 2012 के अनुसार।
English: As of 2012. :contentReference"
Answer in Hindi and English.,किस राज्य परिवहन निगम को पुनर्गठित करके उत्तराखंड ट्रांसपोर्ट कॉरपोरेशन (UTC) बनाया गया? || Which state-transport corporation was reorganized to form the Uttarakhand Transport Corporation (UTC)?,"Hindi: स्टेट रोड ट्रांसपोर्ट कॉरपोरेशन (SRTC)。
English: The State Road Transport Corporation (SRTC). :contentReference"
Answer in Hindi and English.,दिए गए खंड के अनुसार उत्तराखंड के राष्ट्रीय राजमार्ग भारत की कुल राष्ट्रीय राजमार्ग लंबाई का कितना प्रतिशत है? || What percentage of the total national highways length in India is contributed by Uttarakhand's national highways (as per given chunk)?,"Hindi: लगभग 2.2%।
English: About 2.2%. :contentReference"
Answer in Hindi and English.,उत्तराखंड में दूरदराज़ कस्बों और गांवों को बस जंक्शन्स से जोड़ने के लिए किस प्रकार के स्थानीय परिवहन का उपयोग किया जाता है? || What types of local transport are used in Uttarakhand for connectivity of remote towns and villages to bus junctions?,"Hindi: शेयर मोड (ऑटो एवं साइकिल रिक्शा सहित)।
English: Share mode of transportation, including auto and cycle rickshaws. :contentReference"
Answer in Hindi and English.,उत्तराखंड में सबसे सामान्य और किफायती परिवहन मोड कौन-सा बताया गया है? || What mode of transportation is described as the most common and affordable in Uttarakhand?,"Hindi: UTC द्वारा बस सेवा।
English: Bus service by UTC. :contentReference"
Answer in Hindi and English.,खंड के अनुसार UTC उत्तराखंड में किस प्रकार के मार्गों पर सेवाएं देता है? || Which routes are connected by UTC in Uttarakhand according to the chunk?,"Hindi: 35 राष्ट्रीयकृत मार्गों एवं अनेक गैर-राष्ट्रीयकृत मार्गों पर।
English: 35 nationalised routes and many non-nationalised routes. :contentReference"
Answer in Hindi and English.,"खंड से: राष्ट्रीयकृत मार्गों के अलावा, उत्तराखंड में गैर-राष्ट्रीयकृत मार्गों पर निजी बसों की अनुमानित संख्या कितनी है? || From the chunk: besides nationalised routes, what is the approximate number of private buses on non-nationalised routes in Uttarakhand?","Hindi: लगभग 3,000 बसें।
English: Approximately 3,000 buses. :contentReference"
Answer in Hindi and English.,"समाचार के अनुसार (2024 में) उत्तराखंड में 2014 की तुलना में कितने किलोमीटर राष्ट्रीय राजमार्ग थे? || According to news (2024), how many kilometres of national highways did Uttarakhand have compared to 2014?","Hindi: 2014 में लगभग 2,517 किलोमीटर से 2024 में लगभग 3,608 किलोमीटर।
English: From about 2,517 km in 2014 to around 3,608 km in 2024. :contentReference"
